Fiscal Year,Service (Cabinet),Department,Program #,Program,Expense Type,ACCT #,Expense Category (Account),Fund,Amount
2017,"Environment, Energy & Open Space",Inspectional Services Department,260300,Buildings & Structures,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$22215.00
2017,"Environment, Energy & Open Space",Inspectional Services Department,260300,Buildings & Structures,Current Charges & Obligations,54900,Current Charges,General Fund,$1014.00
2017,"Environment, Energy & Open Space",Inspectional Services Department,260300,Buildings & Structures,Equipment,55400,Lease Purchase,General Fund,$5061.00
2017,"Environment, Energy & Open Space",Inspectional Services Department,260300,Buildings & Structures,Equipment,55900,Misc Equipment,General Fund,$0.00
2017,"Environment, Energy & Open Space",Inspectional Services Department,260400,Field Services,Personnel Services,51000,Permanent Employees,General Fund,$7031600.00
2017,"Environment, Energy & Open Space",Inspectional Services Department,260400,Field Services,Personnel Services,51200,Overtime,General Fund,$300670.00
2017,"Environment, Energy & Open Space",Inspectional Services Department,260400,Field Services,Personnel Services,51600,Unemployment Compensation,General Fund,$0.00
2017,"Environment, Energy & Open Space",Inspectional Services Department,260400,Field Services,Contractual Services,52100,Communications,General Fund,$44424.00
2017,"Environment, Energy & Open Space",Inspectional Services Department,260400,Field Services,Contractual Services,52500,Garbage/Waste Removal,General Fund,$2900.00
2017,"Environment, Energy & Open Space",Inspectional Services Department,260400,Field Services,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$49990.00
2017,"Environment, Energy & Open Space",Inspectional Services Department,260400,Field Services,Contractual Services,52800,Transportation of Persons,General Fund,$179100.00
2017,"Environment, Energy & Open Space",Inspectional Services Department,260400,Field Services,Contractual Services,52900,Contracted Services,General Fund,$63350.00
2017,"Environment, Energy & Open Space",Inspectional Services Department,260400,Field Services,Supplies & Materials,53000,Auto Energy Supplies,General Fund,$30624.00
2017,"Environment, Energy & Open Space",Inspectional Services Department,260400,Field Services,Supplies & Materials,53400,Custodial Supplies,General Fund,$7200.00
2017,"Environment, Energy & Open Space",Inspectional Services Department,260400,Field Services,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$23000.00
2017,"Environment, Energy & Open Space",Inspectional Services Department,260400,Field Services,Supplies & Materials,53700,Clothing Allowance,General Fund,$1500.00
2017,"Environment, Energy & Open Space",Inspectional Services Department,260400,Field Services,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$43628.00
2017,"Environment, Energy & Open Space",Inspectional Services Department,260400,Field Services,Current Charges & Obligations,54900,Current Charges,General Fund,$5340.00
2017,"Environment, Energy & Open Space",Inspectional Services Department,260400,Field Services,Equipment,55400,Lease Purchase,General Fund,$70342.00
2017,"Environment, Energy & Open Space",Inspectional Services Department,260400,Field Services,Equipment,55600,Office Furniture & Equipment,General Fund,$0.00
2017,"Environment, Energy & Open Space",Inspectional Services Department,260400,Field Services,Equipment,55900,Misc Equipment,General Fund,$0.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300100,Administration,Personnel Services,51000,Permanent Employees,General Fund,$1668802.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300100,Administration,Personnel Services,51200,Overtime,General Fund,$52000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300100,Administration,Personnel Services,51600,Unemployment Compensation,General Fund,$26000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300100,Administration,Personnel Services,51700,Workers' Compensation,General Fund,$120000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300100,Administration,Contractual Services,52100,Communications,General Fund,$181600.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300100,Administration,Contractual Services,52600,Repairs Buildings & Structures,General Fund,$107030.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300100,Administration,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$20013.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300100,Administration,Contractual Services,52800,Transportation of Persons,General Fund,$1260.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300100,Administration,Contractual Services,52900,Contracted Services,General Fund,$160659.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300100,Administration,Supplies & Materials,53400,Custodial Supplies,General Fund,$800.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300100,Administration,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$19500.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300100,Administration,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$5000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300100,Administration,Current Charges & Obligations,54300,Workers' Comp Medical,General Fund,$60000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300100,Administration,Current Charges & Obligations,54400,Legal Liability Premium,General Fund,$40000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300100,Administration,Current Charges & Obligations,54900,Current Charges,General Fund,$329169.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300100,Administration,Equipment,55400,Lease Purchase,General Fund,$43191.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300100,Administration,Equipment,55600,Office Furniture & Equipment,General Fund,$0.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300100,Administration,Equipment,55900,Misc Equipment,General Fund,$500.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Personnel Services,51000,Permanent Employees,General Fund,$6104136.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Personnel Services,51100,Emergency Employees,General Fund,$667600.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Personnel Services,51200,Overtime,General Fund,$477000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Contractual Services,52100,Communications,General Fund,$0.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Contractual Services,52200,Utilities,General Fund,$888493.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Contractual Services,52400,Snow Removal,General Fund,$61500.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Contractual Services,52500,Garbage/Waste Removal,General Fund,$263600.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Contractual Services,52600,Repairs Buildings & Structures,General Fund,$179900.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$458787.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Contractual Services,52800,Transportation of Persons,General Fund,$0.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Contractual Services,52900,Contracted Services,General Fund,$1004027.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Supplies & Materials,53000,Auto Energy Supplies,General Fund,$347018.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Supplies & Materials,53400,Custodial Supplies,General Fund,$70719.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Supplies & Materials,53500,"Medical, Dental, & Hosp Supply",General Fund,$1000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$381000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Current Charges & Obligations,54900,Current Charges,General Fund,$21307.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Equipment,55000,Automotive Equipment,General Fund,$0.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Equipment,55400,Lease Purchase,General Fund,$303822.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Equipment,55900,Misc Equipment,General Fund,$20000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Special Appropriations,56200,Special Appropriations,General Fund,$70000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300200,Operations,Land & Non-Structural,58000,Land & Non-Structural,General Fund,$1330083.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300300,Citywide Recreation,Personnel Services,51000,Permanent Employees,General Fund,$739966.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300300,Citywide Recreation,Personnel Services,51100,Emergency Employees,General Fund,$12226.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300300,Citywide Recreation,Personnel Services,51200,Overtime,General Fund,$33000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300300,Citywide Recreation,Contractual Services,52100,Communications,General Fund,$7800.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300300,Citywide Recreation,Contractual Services,52600,Repairs Buildings & Structures,General Fund,$35714.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300300,Citywide Recreation,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$41500.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300300,Citywide Recreation,Contractual Services,52900,Contracted Services,General Fund,$0.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300300,Citywide Recreation,Supplies & Materials,53200,Food Supplies,General Fund,$3000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300300,Citywide Recreation,Supplies & Materials,53500,"Medical, Dental, & Hosp Supply",General Fund,$0.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300300,Citywide Recreation,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$0.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300300,Citywide Recreation,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$13500.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300300,Citywide Recreation,Current Charges & Obligations,54900,Current Charges,General Fund,$115416.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300300,Citywide Recreation,Equipment,55400,Lease Purchase,General Fund,$13310.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300400,Design & Construction,Personnel Services,51000,Permanent Employees,General Fund,$1182376.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300400,Design & Construction,Personnel Services,51200,Overtime,General Fund,$38000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300400,Design & Construction,Contractual Services,52200,Utilities,General Fund,$840302.00
2017,"Environment, Energy & Open Space",Parks and Recreation,300400,Design & Construction,Contractual Services,52800,Transportation of Persons,General Fund,$0.00
2017,"Environment, Energy & Open Space",Environment Department,303100,Environment,Personnel Services,51000,Permanent Employees,General Fund,$1802700.00
2017,"Environment, Energy & Open Space",Environment Department,303100,Environment,Personnel Services,51100,Emergency Employees,General Fund,$0.00
2017,"Environment, Energy & Open Space",Environment Department,303100,Environment,Personnel Services,51600,Unemployment Compensation,General Fund,$0.00
2017,"Environment, Energy & Open Space",Environment Department,303100,Environment,Contractual Services,52100,Communications,General Fund,$3500.00
2017,"Environment, Energy & Open Space",Environment Department,303100,Environment,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$1000.00
2017,"Environment, Energy & Open Space",Environment Department,303100,Environment,Contractual Services,52800,Transportation of Persons,General Fund,$3000.00
2017,"Environment, Energy & Open Space",Environment Department,303100,Environment,Contractual Services,52900,Contracted Services,General Fund,$400629.00
2017,"Environment, Energy & Open Space",Environment Department,303100,Environment,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$17500.00
2017,"Environment, Energy & Open Space",Environment Department,303100,Environment,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$2000.00
2017,"Environment, Energy & Open Space",Environment Department,303100,Environment,Current Charges & Obligations,54900,Current Charges,General Fund,$2615.00
2017,"Environment, Energy & Open Space",Environment Department,303100,Environment,Equipment,55600,Office Furniture & Equipment,General Fund,$0.00
2017,"Environment, Energy & Open Space",Environment Department,303100,Environment,Equipment,55900,Misc Equipment,General Fund,$0.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Personnel Services,51000,Permanent Employees,General Fund,$1663533.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Personnel Services,51200,Overtime,General Fund,$200000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Personnel Services,51600,Unemployment Compensation,General Fund,$5000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Personnel Services,51700,Workers' Compensation,General Fund,$15000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Contractual Services,52100,Communications,General Fund,$14280.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Contractual Services,52200,Utilities,General Fund,$36552.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Contractual Services,52400,Snow Removal,General Fund,$5000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Contractual Services,52500,Garbage/Waste Removal,General Fund,$10500.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Contractual Services,52600,Repairs Buildings & Structures,General Fund,$20000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$76000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Contractual Services,52900,Contracted Services,General Fund,$47000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Supplies & Materials,53000,Auto Energy Supplies,General Fund,$36419.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Supplies & Materials,53400,Custodial Supplies,General Fund,$3200.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$1500.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$52000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Current Charges & Obligations,54300,Workers' Comp Medical,General Fund,$7000.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Current Charges & Obligations,54900,Current Charges,General Fund,$6329.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Equipment,55400,Lease Purchase,General Fund,$148619.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Equipment,55600,Office Furniture & Equipment,General Fund,$0.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Equipment,55900,Misc Equipment,General Fund,$21500.00
2017,"Environment, Energy & Open Space",Parks and Recreation,400100,Cemetery,Land & Non-Structural,58000,Land & Non-Structural,General Fund,$50000.00
2017,Administration & Finance,Auditing Department,131100,Administration,Personnel Services,51000,Permanent Employees,General Fund,$522101.00
2017,Administration & Finance,Auditing Department,131100,Administration,Personnel Services,51200,Overtime,General Fund,$0.00
2017,Administration & Finance,Auditing Department,131100,Administration,Contractual Services,52100,Communications,General Fund,$1464.00
2017,Administration & Finance,Auditing Department,131100,Administration,Contractual Services,52600,Repairs Buildings & Structures,General Fund,$0.00
2017,Administration & Finance,Auditing Department,131100,Administration,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$5317.00
2017,Administration & Finance,Auditing Department,131100,Administration,Contractual Services,52800,Transportation of Persons,General Fund,$350.00
2017,Administration & Finance,Auditing Department,131100,Administration,Contractual Services,52900,Contracted Services,General Fund,$668.00
2017,Administration & Finance,Auditing Department,131100,Administration,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$1684.00
2017,Administration & Finance,Auditing Department,131100,Administration,Supplies & Materials,53900,Misc Supplies & Materials,General Fund,$0.00
2017,Administration & Finance,Auditing Department,131100,Administration,Current Charges & Obligations,54900,Current Charges,General Fund,$2365.00
2017,Administration & Finance,Auditing Department,131100,Administration,Equipment,55000,Automotive Equipment,General Fund,$0.00
2017,Administration & Finance,Auditing Department,131100,Administration,Equipment,55900,Misc Equipment,General Fund,$0.00
2017,Administration & Finance,Auditing Department,131200,Accounting,Personnel Services,51000,Permanent Employees,General Fund,$685982.00
2017,Administration & Finance,Auditing Department,131200,Accounting,Personnel Services,51200,Overtime,General Fund,$0.00
2017,Administration & Finance,Auditing Department,131200,Accounting,Contractual Services,52100,Communications,General Fund,$1620.00
2017,Administration & Finance,Auditing Department,131200,Accounting,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$406.00
2017,Administration & Finance,Auditing Department,131200,Accounting,Contractual Services,52800,Transportation of Persons,General Fund,$2250.00
2017,Administration & Finance,Auditing Department,131200,Accounting,Contractual Services,52900,Contracted Services,General Fund,$11487.00
2017,Administration & Finance,Auditing Department,131200,Accounting,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$1924.00
2017,Administration & Finance,Auditing Department,131200,Accounting,Current Charges & Obligations,54900,Current Charges,General Fund,$1910.00
2017,Administration & Finance,Auditing Department,131200,Accounting,Equipment,55900,Misc Equipment,General Fund,$0.00
2017,Administration & Finance,Auditing Department,131300,Central Payroll,Personnel Services,51000,Permanent Employees,General Fund,$515883.00
2017,Administration & Finance,Auditing Department,131300,Central Payroll,Personnel Services,51200,Overtime,General Fund,$5000.00
2017,Administration & Finance,Auditing Department,131300,Central Payroll,Contractual Services,52100,Communications,General Fund,$1296.00
2017,Administration & Finance,Auditing Department,131300,Central Payroll,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$971.00
2017,Administration & Finance,Auditing Department,131300,Central Payroll,Contractual Services,52800,Transportation of Persons,General Fund,$1905.00
2017,Administration & Finance,Auditing Department,131300,Central Payroll,Contractual Services,52900,Contracted Services,General Fund,$1483.00
2017,Administration & Finance,Auditing Department,131300,Central Payroll,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$1420.00
2017,Administration & Finance,Auditing Department,131300,Central Payroll,Current Charges & Obligations,54900,Current Charges,General Fund,$695.00
2017,Administration & Finance,Auditing Department,131300,Central Payroll,Equipment,55900,Misc Equipment,General Fund,$0.00
2017,Administration & Finance,Auditing Department,131400,Grants Monitoring,Personnel Services,51000,Permanent Employees,General Fund,$155708.00
2017,Administration & Finance,Auditing Department,131400,Grants Monitoring,Contractual Services,52100,Communications,General Fund,$648.00
2017,Administration & Finance,Auditing Department,131400,Grants Monitoring,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$406.00
2017,Administration & Finance,Auditing Department,131400,Grants Monitoring,Contractual Services,52800,Transportation of Persons,General Fund,$1350.00
2017,Administration & Finance,Auditing Department,131400,Grants Monitoring,Contractual Services,52900,Contracted Services,General Fund,$516.00
2017,Administration & Finance,Auditing Department,131400,Grants Monitoring,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$1124.00
2017,Administration & Finance,Auditing Department,131400,Grants Monitoring,Current Charges & Obligations,54900,Current Charges,General Fund,$1115.00
2017,Administration & Finance,Auditing Department,131400,Grants Monitoring,Equipment,55900,Misc Equipment,General Fund,$0.00
2017,Administration & Finance,Auditing Department,131500,Accounts Payable,Personnel Services,51000,Permanent Employees,General Fund,$736198.00
2017,Administration & Finance,Auditing Department,131500,Accounts Payable,Personnel Services,51200,Overtime,General Fund,$4000.00
2017,Administration & Finance,Auditing Department,131500,Accounts Payable,Personnel Services,51600,Unemployment Compensation,General Fund,$0.00
2017,Administration & Finance,Auditing Department,131500,Accounts Payable,Contractual Services,52100,Communications,General Fund,$2268.00
2017,Administration & Finance,Auditing Department,131500,Accounts Payable,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$1721.00
2017,Administration & Finance,Auditing Department,131500,Accounts Payable,Contractual Services,52800,Transportation of Persons,General Fund,$3300.00
2017,Administration & Finance,Auditing Department,131500,Accounts Payable,Contractual Services,52900,Contracted Services,General Fund,$25970.00
2017,Administration & Finance,Auditing Department,131500,Accounts Payable,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$2864.00
2017,Administration & Finance,Auditing Department,131500,Accounts Payable,Current Charges & Obligations,54900,Current Charges,General Fund,$0.00
2017,Administration & Finance,Auditing Department,131500,Accounts Payable,Equipment,55900,Misc Equipment,General Fund,$0.00
2017,Administration & Finance,Assessing Department,136100,Assessing Operations,Personnel Services,51000,Permanent Employees,General Fund,$1982779.00
2017,Administration & Finance,Assessing Department,136100,Assessing Operations,Personnel Services,51200,Overtime,General Fund,$5000.00
2017,Administration & Finance,Assessing Department,136100,Assessing Operations,Personnel Services,51700,Workers' Compensation,General Fund,$0.00
2017,Administration & Finance,Assessing Department,136100,Assessing Operations,Contractual Services,52100,Communications,General Fund,$40000.00
2017,Administration & Finance,Assessing Department,136100,Assessing Operations,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$15000.00
2017,Administration & Finance,Assessing Department,136100,Assessing Operations,Contractual Services,52800,Transportation of Persons,General Fund,$5100.00
2017,Administration & Finance,Assessing Department,136100,Assessing Operations,Contractual Services,52900,Contracted Services,General Fund,$43400.00
2017,Administration & Finance,Assessing Department,136100,Assessing Operations,Supplies & Materials,53000,Auto Energy Supplies,General Fund,$716.00
2017,Administration & Finance,Assessing Department,136100,Assessing Operations,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$48000.00
2017,Administration & Finance,Assessing Department,136100,Assessing Operations,Current Charges & Obligations,54300,Workers' Comp Medical,General Fund,$0.00
2017,Administration & Finance,Assessing Department,136100,Assessing Operations,Current Charges & Obligations,54900,Current Charges,General Fund,$1200.00
2017,Administration & Finance,Assessing Department,136100,Assessing Operations,Equipment,55400,Lease Purchase,General Fund,$0.00
2017,Administration & Finance,Assessing Department,136100,Assessing Operations,Equipment,55600,Office Furniture & Equipment,General Fund,$0.00
2017,Administration & Finance,Assessing Department,136200,Valuation,Personnel Services,51000,Permanent Employees,General Fund,$3539363.00
2017,Administration & Finance,Assessing Department,136200,Valuation,Personnel Services,51200,Overtime,General Fund,$7000.00
2017,Administration & Finance,Assessing Department,136200,Valuation,Contractual Services,52100,Communications,General Fund,$0.00
2017,Administration & Finance,Assessing Department,136200,Valuation,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$3000.00
2017,Administration & Finance,Assessing Department,136200,Valuation,Contractual Services,52800,Transportation of Persons,General Fund,$11100.00
2017,Administration & Finance,Assessing Department,136200,Valuation,Contractual Services,52900,Contracted Services,General Fund,$133700.00
2017,Administration & Finance,Assessing Department,136200,Valuation,Current Charges & Obligations,54900,Current Charges,General Fund,$107450.00
2017,Administration & Finance,Assessing Department,136300,Executive,Personnel Services,51000,Permanent Employees,General Fund,$1054269.00
2017,Administration & Finance,Assessing Department,136300,Executive,Contractual Services,52100,Communications,General Fund,$0.00
2017,Administration & Finance,Assessing Department,136300,Executive,Contractual Services,52800,Transportation of Persons,General Fund,$3800.00
2017,Administration & Finance,Assessing Department,136300,Executive,Contractual Services,52900,Contracted Services,General Fund,$194000.00
2017,Administration & Finance,Assessing Department,136300,Executive,Current Charges & Obligations,54900,Current Charges,General Fund,$5000.00
2017,Administration & Finance,Treasury Department,137100,General Management,Personnel Services,51000,Permanent Employees,General Fund,$489592.00
2017,Administration & Finance,Treasury Department,137100,General Management,Personnel Services,51200,Overtime,General Fund,$8700.00
2017,Administration & Finance,Treasury Department,137100,General Management,Contractual Services,52100,Communications,General Fund,$7500.00
2017,Administration & Finance,Treasury Department,137100,General Management,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$1500.00
2017,Administration & Finance,Treasury Department,137100,General Management,Contractual Services,52800,Transportation of Persons,General Fund,$4500.00
2017,Administration & Finance,Treasury Department,137100,General Management,Contractual Services,52900,Contracted Services,General Fund,$42500.00
2017,Administration & Finance,Treasury Department,137100,General Management,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$16000.00
2017,Administration & Finance,Treasury Department,137100,General Management,Current Charges & Obligations,54900,Current Charges,General Fund,$9219.00
2017,Administration & Finance,Treasury Department,137100,General Management,Equipment,55900,Misc Equipment,General Fund,$0.00
2017,Administration & Finance,Treasury Department,137100,General Management,Special Appropriations,56200,Special Appropriations,General Fund,$0.00
2017,Administration & Finance,Treasury Department,137200,Special Collections,Personnel Services,51000,Permanent Employees,General Fund,$554088.00
2017,Administration & Finance,Treasury Department,137200,Special Collections,Personnel Services,51200,Overtime,General Fund,$3000.00
2017,Administration & Finance,Treasury Department,137200,Special Collections,Contractual Services,52100,Communications,General Fund,$5677.00
2017,Administration & Finance,Treasury Department,137200,Special Collections,Contractual Services,52800,Transportation of Persons,General Fund,$0.00
2017,Administration & Finance,Treasury Department,137200,Special Collections,Current Charges & Obligations,54300,Workers' Comp Medical,General Fund,$0.00
2017,Administration & Finance,Treasury Department,137200,Special Collections,Equipment,55900,Misc Equipment,General Fund,$0.00
2017,Administration & Finance,Treasury Department,137200,Special Collections,Special Appropriations,56200,Special Appropriations,General Fund,$0.00
2017,Administration & Finance,Treasury Department,137300,Payment Services,Personnel Services,51000,Permanent Employees,General Fund,$407011.00
2017,Administration & Finance,Treasury Department,137300,Payment Services,Personnel Services,51200,Overtime,General Fund,$10000.00
2017,Administration & Finance,Treasury Department,137300,Payment Services,Contractual Services,52100,Communications,General Fund,$4376.00
2017,Administration & Finance,Treasury Department,137300,Payment Services,Contractual Services,52800,Transportation of Persons,General Fund,$75.00
2017,Administration & Finance,Treasury Department,137300,Payment Services,Contractual Services,52900,Contracted Services,General Fund,$0.00
2017,Administration & Finance,Treasury Department,137300,Payment Services,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$485919.00
2017,Administration & Finance,Treasury Department,137300,Payment Services,Equipment,55900,Misc Equipment,General Fund,$20000.00
2017,Administration & Finance,Treasury Department,137300,Payment Services,Special Appropriations,56200,Special Appropriations,General Fund,$0.00
2017,Administration & Finance,Treasury Department,137400,Accounting/Quality Control,Personnel Services,51000,Permanent Employees,General Fund,$362172.00
2017,Administration & Finance,Treasury Department,137400,Accounting/Quality Control,Personnel Services,51200,Overtime,General Fund,$1500.00
2017,Administration & Finance,Treasury Department,137400,Accounting/Quality Control,Contractual Services,52100,Communications,General Fund,$1283.00
2017,Administration & Finance,Treasury Department,137400,Accounting/Quality Control,Contractual Services,52800,Transportation of Persons,General Fund,$0.00
2017,Administration & Finance,Treasury Department,138100,Treasury Administration,Personnel Services,51000,Permanent Employees,General Fund,$596831.00
2017,Administration & Finance,Treasury Department,138100,Treasury Administration,Personnel Services,51200,Overtime,General Fund,$5000.00
2017,Administration & Finance,Treasury Department,138100,Treasury Administration,Contractual Services,52100,Communications,General Fund,$10080.00
2017,Administration & Finance,Treasury Department,138100,Treasury Administration,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$1250.00
2017,Administration & Finance,Treasury Department,138100,Treasury Administration,Contractual Services,52800,Transportation of Persons,General Fund,$900.00
2017,Administration & Finance,Treasury Department,138100,Treasury Administration,Contractual Services,52900,Contracted Services,General Fund,$100850.00
2017,Administration & Finance,Treasury Department,138100,Treasury Administration,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$17500.00
2017,Administration & Finance,Treasury Department,138100,Treasury Administration,Current Charges & Obligations,54300,Workers' Comp Medical,General Fund,$0.00
2017,Administration & Finance,Treasury Department,138100,Treasury Administration,Current Charges & Obligations,54900,Current Charges,General Fund,$10100.00
2017,Administration & Finance,Treasury Department,138200,General Service/Payroll,Personnel Services,51000,Permanent Employees,General Fund,$442023.00
2017,Administration & Finance,Treasury Department,138200,General Service/Payroll,Personnel Services,51200,Overtime,General Fund,$5000.00
2017,Administration & Finance,Treasury Department,138200,General Service/Payroll,Contractual Services,52100,Communications,General Fund,$0.00
2017,Administration & Finance,Treasury Department,138200,General Service/Payroll,Contractual Services,52700,Repairs & Service To Equipment,General Fund,$30000.00
2017,Administration & Finance,Treasury Department,138200,General Service/Payroll,Contractual Services,52800,Transportation of Persons,General Fund,$1500.00
2017,Administration & Finance,Treasury Department,138200,General Service/Payroll,Supplies & Materials,53600,Office Supplies and Materials,General Fund,$237500.00
2017,Administration & Finance,Treasury Department,138400,Treasury Accounting,Personnel Services,51000,Permanent Employees,General Fund,$163253.00
2017,Administration & Finance,Treasury Department,138400,Treasury Accounting,Personnel Services,51200,Overtime,General Fund,$5000.00
2017,Administration & Finance,Treasury Department,138400,Treasury Accounting,Contractual Services,52100,Communications,General Fund,$0.00
